member_id,first_name,last_name,gender,date_of_birth,email,phone,address,membership_type,membership_price_eur,registration_date,status,referred_by_member_id
506,Olivia,Zukauskas,F,1979-04-19,olivia.zukauskas.506@hotmail.com,+370 614 72318,"Energijos g. 83, Alytus",Student,20,2021-07-24,Suspended,
507,Aria,Gruciunas,F,1988-06-29,aria.gruciunas.507@gmail.com,+370 667 88708,"Gedimino pr. 107, Panevezys",Standard,40,2022-12-04,Inactive,
508,Arturas,Smith,M,1977-03-09,arturas.smith.508@hotmail.com,+370 605 48610,"Savanoriu pr. 32, Alytus",Premium,65,2021-11-08,Active,45
509,Valdas,Jonauskas,M,2001-10-21,valdas.jonauskas.509@gmail.com,+370 659 17822,"Kauno g. 71, Jonava",Basic,25,2019-12-29,Active,
510,Valdas,Jonauskas,M,1969-09-05,valdas.jonauskas.510@yahoo.com,+370 692 39724,"Pylimo g. 100, Kaunas",Corporate,55,2020-07-28,Active,
511,Donatas,Taylor,M,1989-11-03,donatas.taylor.511@hotmail.com,+370 613 35252,"Pylimo g. 56, Alytus",Standard,40,2024-09-25,Active,
512,Ethan,Davis,M,1977-06-11,ethan.davis.512@gmail.com,+370 600 13608,"Energijos g. 17, Vilnius",Monthly,35,2021-09-23,Inactive,
513,Liam,Stankevicius,M,2003-01-10,liam.stankevicius.513@yahoo.com,+370 650 25202,"Kauno g. 43, Panevezys",VIP,90,2022-09-17,Active,285
514,Erikas,Jonauskas,M,1971-02-27,erikas.jonauskas.514@outlook.com,+370 689 69600,"Savanoriu pr. 20, Siauliai",Day Pass,8,2019-11-29,Active,150
515,Donatas,Kazlauskas,M,1999-01-28,donatas.kazlauskas.515@gmail.com,+370 612 94759,"Sveikatos g. 13, Kaunas",Day Pass,8,2022-09-01,Active,
516,Elijah,Balciunas,M,1981-03-15,elijah.balciunas.516@yahoo.com,+370 626 30016,"Laisves al. 41, Vilnius",Family,75,2024-07-19,Inactive,
517,Edvinas,Paulauskas,M,1975-10-06,edvinas.paulauskas.517@yahoo.com,+370 631 32141,"Sveikatos g. 17, Vilnius",Corporate,55,2024-02-08,Active,
518,Aria,Smith,F,1987-10-09,aria.smith.518@yahoo.com,+370 690 25358,"Energijos g. 118, Alytus",Standard,40,2023-02-15,Active,
519,Elijah,Balciunas,M,2002-08-28,elijah.balciunas.519@gmail.com,+370 613 97219,"Laisves al. 7, Utena",Senior,22,2020-10-20,Active,
520,James,Mackevicius,M,1997-01-29,james.mackevicius.520@outlook.com,+370 629 69290,"Gedimino pr. 90, Kaunas",Basic,25,2023-10-30,Active,986
521,Luna,Miller,F,1984-03-17,luna.miller.521@hotmail.com,+370 632 30407,"Olimpieciu g. 48, Jonava",Premium,65,2023-01-10,Suspended,
522,Inga,Mackevicius,F,1968-10-24,inga.mackevicius.522@mail.com,+370 674 66235,"Zalgirio g. 48, Alytus",Day Pass,8,2024-06-24,Active,358
523,Arnas,Kavaliauskas,M,2000-05-05,arnas.kavaliauskas.523@gmail.com,+370 624 31549,"Gedimino pr. 61, Jonava",Standard,40,2021-09-22,Inactive,880
524,Darius,Jankauskas,M,1970-03-04,darius.jankauskas.524@mail.com,+370 684 29085,"Sveikatos g. 86, Marijampole",Senior,22,2021-02-28,Active,
525,Lukas,Garcia,M,1990-12-28,lukas.garcia.525@yahoo.com,+370 631 35994,"Gedimino pr. 31, Alytus",Standard,40,2020-11-02,Inactive,
526,Ignas,Brown,M,1980-09-21,ignas.brown.526@mail.com,+370 656 42204,"Energijos g. 17, Vilnius",Standard,40,2019-02-15,Active,
527,Ava,Zukauskas,F,1988-10-06,ava.zukauskas.527@outlook.com,+370 629 44206,"Kauno g. 85, Jonava",Student,20,2019-01-08,Active,
528,Elijah,Stankevicius,M,1980-06-26,elijah.stankevicius.528@outlook.com,+370 631 19206,"Laisves al. 28, Siauliai",Day Pass,8,2021-12-27,Inactive,
529,Aiste,Williams,F,2000-03-07,aiste.williams.529@mail.com,+370 609 92652,"Gedimino pr. 31, Marijampole",Monthly,35,2021-06-08,Inactive,
530,Rokas,Zukauskas,M,1981-11-14,rokas.zukauskas.530@mail.com,+370 680 74306,"Cempiony g. 110, Klaipeda",Premium,65,2022-01-23,Active,
531,Vaida,Vasiliauskas,F,2001-05-24,vaida.vasiliauskas.531@mail.com,+370 639 67449,"Cempiony g. 117, Marijampole",VIP,90,2019-12-23,Active,147
532,Rokas,Stankevicius,M,1967-09-12,rokas.stankevicius.532@gmail.com,+370 634 77439,"Sporto g. 72, Marijampole",Student,20,2023-09-02,Active,
533,Darius,Rimkus,M,1979-08-26,darius.rimkus.533@yahoo.com,+370 647 76018,"Savanoriu pr. 5, Kaunas",Senior,22,2022-10-19,Active,
534,Aria,Vasiliauskas,F,1975-06-06,aria.vasiliauskas.534@mail.com,+370 679 57666,"Energijos g. 34, Kaunas",Family,75,2022-12-19,Active,
535,Tomas,Rimkus,M,1999-11-29,tomas.rimkus.535@mail.com,+370 689 16808,"Savanoriu pr. 86, Siauliai",Monthly,35,2021-11-16,Active,
536,Saulius,Vasiliauskas,M,1974-01-18,saulius.vasiliauskas.536@yahoo.com,+370 658 76003,"Gedimino pr. 44, Klaipeda",Day Pass,8,2019-11-16,Active,
537,Jolanta,Jonauskas,F,1983-06-18,jolanta.jonauskas.537@gmail.com,+370 642 87125,"Savanoriu pr. 72, Marijampole",Premium,65,2019-01-07,Active,
538,Rytis,Wilson,M,1997-10-14,rytis.wilson.538@yahoo.com,+370 609 30601,"Cempiony g. 39, Panevezys",Day Pass,8,2023-03-13,Inactive,
539,Povilas,Garcia,M,2005-04-22,povilas.garcia.539@hotmail.com,+370 627 32413,"Olimpieciu g. 41, Jonava",Day Pass,8,2020-05-06,Active,
540,Daiva,Daugirdas,F,1974-11-01,daiva.daugirdas.540@yahoo.com,+370 649 31322,"Cempiony g. 48, Marijampole",VIP,90,2022-11-25,Active,
541,Erikas,Tamosiunas,M,1998-07-13,erikas.tamosiunas.541@outlook.com,+370 697 77590,"Kauno g. 48, Klaipeda",Corporate,55,2018-09-04,Active,
542,Gintaras,Tamosiunas,M,1974-12-01,gintaras.tamosiunas.542@outlook.com,+370 632 60125,"Kauno g. 61, Vilnius",Premium,65,2022-12-22,Inactive,1098
543,Oliver,Jonauskas,M,1981-02-27,oliver.jonauskas.543@outlook.com,+370 614 25286,"Pylimo g. 88, Marijampole",Student,20,2021-02-08,Active,172
544,Ieva,Zukauskas,F,1967-10-29,ieva.zukauskas.544@outlook.com,+370 656 19526,"Energijos g. 48, Marijampole",Monthly,35,2023-03-07,Active,
545,Tomas,Miller,M,1967-02-04,tomas.miller.545@mail.com,+370 678 98918,"Olimpieciu g. 14, Utena",VIP,90,2023-11-07,Inactive,
546,Jolanta,Rimkus,F,1976-03-24,jolanta.rimkus.546@gmail.com,+370 643 88281,"Olimpieciu g. 109, Marijampole",Corporate,55,2024-10-28,Active,
547,James,Rimkus,M,1990-09-06,james.rimkus.547@hotmail.com,+370 616 51440,"Vilniaus g. 70, Jonava",Student,20,2020-12-28,Active,
548,Vaida,Wilson,F,1989-07-07,vaida.wilson.548@hotmail.com,+370 644 33593,"Vilniaus g. 66, Klaipeda",Student,20,2022-12-02,Inactive,
549,Ethan,Stankevicius,M,1965-08-13,ethan.stankevicius.549@yahoo.com,+370 628 68669,"Gedimino pr. 26, Kaunas",Senior,22,2022-05-23,Active,
550,Renata,Davis,F,1990-11-08,renata.davis.550@hotmail.com,+370 629 91584,"Kauno g. 18, Kaunas",VIP,90,2022-10-09,Suspended,
551,James,Rimkus,M,1974-02-27,james.rimkus.551@hotmail.com,+370 659 39482,"Sporto g. 26, Mazeikiai",Day Pass,8,2018-10-25,Active,
552,Ava,Mackevicius,F,1987-01-17,ava.mackevicius.552@mail.com,+370 620 67447,"Sveikatos g. 119, Jonava",Day Pass,8,2022-01-28,Inactive,
553,Donatas,Vaitkevicius,M,1977-03-22,donatas.vaitkevicius.553@yahoo.com,+370 686 67300,"Cempiony g. 62, Marijampole",Corporate,55,2021-07-19,Inactive,340
554,Harper,Cesnavicius,F,1982-08-07,harper.cesnavicius.554@gmail.com,+370 652 49602,"Pylimo g. 92, Utena",Standard,40,2021-01-03,Active,
555,Liam,Taylor,M,1970-02-03,liam.taylor.555@mail.com,+370 639 95458,"Kauno g. 60, Alytus",VIP,90,2023-05-24,Inactive,
556,Ignas,Smith,M,1997-02-14,ignas.smith.556@hotmail.com,+370 600 25948,"Savanoriu pr. 66, Vilnius",Day Pass,8,2019-07-08,Inactive,
557,Isabella,Miller,F,1972-08-10,isabella.miller.557@hotmail.com,+370 628 31496,"Laisves al. 76, Utena",Monthly,35,2018-05-08,Active,
558,Lina,Butkus,F,1986-06-05,lina.butkus.558@hotmail.com,+370 663 87052,"Sveikatos g. 28, Marijampole",Monthly,35,2020-08-22,Active,587
559,Monika,Smith,F,1989-12-25,monika.smith.559@yahoo.com,+370 672 65272,"Laisves al. 23, Siauliai",VIP,90,2019-12-03,Active,1185
560,Tautvydas,Tamosiunas,M,2004-09-28,tautvydas.tamosiunas.560@gmail.com,+370 658 81812,"Energijos g. 116, Klaipeda",Monthly,35,2023-11-26,Active,
561,Ava,Stonkus,F,1980-08-02,ava.stonkus.561@yahoo.com,+370 671 45974,"Zalgirio g. 86, Klaipeda",Monthly,35,2022-01-15,Active,1200
562,Virgilijus,Petrauskas,M,1974-07-27,virgilijus.petrauskas.562@mail.com,+370 672 65896,"Sveikatos g. 109, Jonava",Day Pass,8,2019-12-07,Active,269
563,Jurgita,Butkus,F,2000-01-07,jurgita.butkus.563@mail.com,+370 618 28981,"Energijos g. 64, Marijampole",Senior,22,2022-09-04,Active,
564,Gintaras,Vasiliauskas,M,1996-06-19,gintaras.vasiliauskas.564@yahoo.com,+370 624 36022,"Gedimino pr. 101, Alytus",Day Pass,8,2022-04-05,Active,
565,Mantas,Rimkus,M,1971-10-14,mantas.rimkus.565@gmail.com,+370 670 65076,"Sveikatos g. 65, Panevezys",Student,20,2022-07-12,Active,
566,Viktorija,Rimkus,F,1979-02-04,viktorija.rimkus.566@hotmail.com,+370 660 88714,"Kauno g. 81, Klaipeda",Premium,65,2020-10-14,Active,
567,Logan,Zukauskas,M,1992-07-05,logan.zukauskas.567@gmail.com,+370 677 17916,"Energijos g. 115, Jonava",Student,20,2022-02-08,Active,
568,Tomas,Zukauskas,M,1984-06-22,tomas.zukauskas.568@outlook.com,+370 640 89226,"Gedimino pr. 90, Klaipeda",Corporate,55,2022-06-05,Active,180
569,Neringa,Butkus,F,1992-08-24,neringa.butkus.569@outlook.com,+370 642 13105,"Kauno g. 36, Mazeikiai",Family,75,2024-09-06,Active,
570,Gintare,Davis,F,1979-12-31,gintare.davis.570@yahoo.com,+370 699 93666,"Laisves al. 80, Klaipeda",VIP,90,2020-03-19,Inactive,
571,Elijah,Mackevicius,M,1995-08-17,elijah.mackevicius.571@outlook.com,+370 698 71448,"Kauno g. 24, Siauliai",Basic,25,2020-07-25,Active,
572,Kristina,Urbonas,F,1979-06-17,kristina.urbonas.572@mail.com,+370 694 60111,"Olimpieciu g. 8, Marijampole",Corporate,55,2024-10-13,Active,
573,Monika,Kavaliauskas,F,1993-04-04,monika.kavaliauskas.573@yahoo.com,+370 628 90355,"Laisves al. 30, Klaipeda",VIP,90,2023-07-25,Active,
574,Rytis,Rimkus,M,1969-05-26,rytis.rimkus.574@hotmail.com,+370 645 53765,"Savanoriu pr. 108, Utena",Basic,25,2021-07-15,Active,
575,Gintaras,Balciunas,M,1984-04-24,gintaras.balciunas.575@outlook.com,+370 667 39749,"Cempiony g. 119, Marijampole",Family,75,2019-08-27,Active,829
576,Renata,Stonkus,F,1994-06-10,renata.stonkus.576@mail.com,+370 616 91552,"Olimpieciu g. 55, Siauliai",Corporate,55,2018-05-03,Suspended,
577,Ruta,Vaitkevicius,F,1989-11-02,ruta.vaitkevicius.577@hotmail.com,+370 638 49330,"Savanoriu pr. 70, Kaunas",Student,20,2021-07-23,Active,
578,Rytis,Zukauskas,M,1984-08-02,rytis.zukauskas.578@yahoo.com,+370 686 21827,"Olimpieciu g. 107, Utena",Standard,40,2018-10-12,Active,
579,Jolanta,Petrauskas,F,2001-12-19,jolanta.petrauskas.579@yahoo.com,+370 670 25271,"Laisves al. 75, Marijampole",VIP,90,2022-09-15,Active,
580,Viktorija,Paulauskas,F,1969-04-16,viktorija.paulauskas.580@mail.com,+370 677 38662,"Laisves al. 104, Vilnius",Senior,22,2019-02-22,Active,
581,Ethan,Gruciunas,M,1993-12-11,ethan.gruciunas.581@hotmail.com,+370 666 18556,"Laisves al. 100, Siauliai",Corporate,55,2020-10-09,Active,
582,Evelyn,Balciunas,F,1978-01-16,evelyn.balciunas.582@gmail.com,+370 602 46622,"Laisves al. 106, Siauliai",Student,20,2021-08-10,Active,
583,Ieva,Balciunas,F,1992-07-03,ieva.balciunas.583@mail.com,+370 614 63367,"Kauno g. 37, Siauliai",Monthly,35,2024-12-11,Suspended,
584,Rokas,Paulauskas,M,1976-12-29,rokas.paulauskas.584@mail.com,+370 694 51437,"Vilniaus g. 33, Jonava",VIP,90,2019-01-08,Suspended,425
585,Kristina,Vasiliauskas,F,1989-12-16,kristina.vasiliauskas.585@gmail.com,+370 613 44102,"Kauno g. 1, Klaipeda",Corporate,55,2022-09-04,Active,975
586,Gintare,Davis,F,1973-03-10,gintare.davis.586@gmail.com,+370 699 52130,"Vilniaus g. 18, Siauliai",VIP,90,2020-01-28,Active,
587,Harper,Kazlauskas,F,1972-03-22,harper.kazlauskas.587@outlook.com,+370 680 92968,"Vilniaus g. 118, Siauliai",VIP,90,2019-04-30,Inactive,
588,Gintaras,Balciunas,M,1987-01-24,gintaras.balciunas.588@mail.com,+370 698 43223,"Laisves al. 45, Panevezys",Standard,40,2024-11-25,Active,
589,Aiste,Daugirdas,F,1992-05-24,aiste.daugirdas.589@yahoo.com,+370 679 18831,"Kauno g. 90, Jonava",Family,75,2022-10-10,Active,754
590,Indre,Garcia,F,1988-02-10,indre.garcia.590@mail.com,+370 604 17780,"Olimpieciu g. 29, Utena",Family,75,2018-06-09,Inactive,
591,Edvinas,Urbonas,M,2004-09-15,edvinas.urbonas.591@outlook.com,+370 606 79462,"Gedimino pr. 118, Kaunas",Corporate,55,2023-08-28,Active,472
592,Daiva,Brown,F,1973-05-02,daiva.brown.592@outlook.com,+370 697 55618,"Kauno g. 72, Kaunas",VIP,90,2018-09-02,Suspended,
593,Aiden,Williams,M,1990-05-04,aiden.williams.593@mail.com,+370 629 39865,"Cempiony g. 115, Jonava",Senior,22,2020-11-30,Suspended,630
594,Edvinas,Stonkus,M,1978-09-26,edvinas.stonkus.594@outlook.com,+370 621 13275,"Savanoriu pr. 14, Marijampole",Premium,65,2024-10-18,Active,
595,Aiden,Zukauskas,M,1973-12-20,aiden.zukauskas.595@outlook.com,+370 638 84806,"Pylimo g. 86, Marijampole",Monthly,35,2018-02-19,Inactive,
596,Logan,Smith,M,1995-09-15,logan.smith.596@gmail.com,+370 654 51574,"Sveikatos g. 41, Alytus",Monthly,35,2018-07-18,Active,
597,Ava,Garcia,F,1972-09-09,ava.garcia.597@outlook.com,+370 664 72487,"Savanoriu pr. 74, Jonava",Day Pass,8,2020-09-02,Active,
598,Gintare,Williams,F,1979-11-06,gintare.williams.598@mail.com,+370 639 54098,"Laisves al. 96, Marijampole",Basic,25,2024-06-18,Active,
599,Rytis,Johnson,M,1996-03-25,rytis.johnson.599@outlook.com,+370 659 78806,"Sporto g. 104, Klaipeda",Corporate,55,2023-10-29,Suspended,
600,Julius,Davis,M,1973-03-02,julius.davis.600@gmail.com,+370 672 18547,"Kauno g. 109, Mazeikiai",VIP,90,2023-02-15,Suspended,448
601,Ava,Cesnavicius,F,1993-01-04,ava.cesnavicius.601@yahoo.com,+370 620 23358,"Savanoriu pr. 117, Siauliai",Monthly,35,2018-07-19,Suspended,
602,Mason,Johnson,M,2005-01-03,mason.johnson.602@gmail.com,+370 611 12378,"Laisves al. 6, Alytus",Student,20,2021-05-01,Active,
603,Monika,Mackevicius,F,1966-10-23,monika.mackevicius.603@gmail.com,+370 666 60055,"Cempiony g. 88, Siauliai",Monthly,35,2024-06-26,Active,
604,Darius,Davis,M,1998-05-15,darius.davis.604@mail.com,+370 655 27235,"Cempiony g. 116, Vilnius",VIP,90,2021-07-31,Suspended,
605,Simona,Butkus,F,1982-06-10,simona.butkus.605@yahoo.com,+370 652 28946,"Sporto g. 43, Utena",Standard,40,2024-05-16,Active,597
606,Tautvydas,Tamosiunas,M,2001-02-02,tautvydas.tamosiunas.606@hotmail.com,+370 622 97962,"Vilniaus g. 119, Siauliai",Standard,40,2024-07-07,Inactive,
607,Isabella,Petrauskas,F,1998-09-10,isabella.petrauskas.607@gmail.com,+370 673 61919,"Energijos g. 92, Utena",Premium,65,2021-11-11,Active,
608,Logan,Butkus,M,2005-07-05,logan.butkus.608@outlook.com,+370 691 59413,"Kauno g. 3, Alytus",Monthly,35,2019-03-01,Active,
609,Aiden,Kazlauskas,M,1982-09-04,aiden.kazlauskas.609@yahoo.com,+370 606 89517,"Pylimo g. 43, Utena",Family,75,2022-05-02,Active,
610,Luna,Jonauskas,F,1998-08-12,luna.jonauskas.610@outlook.com,+370 661 94528,"Laisves al. 4, Mazeikiai",Basic,25,2019-03-17,Inactive,973
611,Mindaugas,Mackevicius,M,2004-04-20,mindaugas.mackevicius.611@outlook.com,+370 614 88627,"Pylimo g. 41, Panevezys",Family,75,2020-08-08,Active,
612,Logan,Taylor,M,1969-08-02,logan.taylor.612@mail.com,+370 642 36430,"Savanoriu pr. 96, Vilnius",Family,75,2024-10-15,Active,5
613,Monika,Garcia,F,1982-09-05,monika.garcia.613@gmail.com,+370 659 83502,"Laisves al. 91, Alytus",Student,20,2024-12-20,Active,
614,Tautvydas,Smith,M,2005-02-12,tautvydas.smith.614@outlook.com,+370 670 90641,"Olimpieciu g. 105, Vilnius",Standard,40,2022-07-27,Inactive,
615,Vaida,Tamosiunas,F,1983-04-02,vaida.tamosiunas.615@hotmail.com,+370 658 28395,"Savanoriu pr. 52, Vilnius",Family,75,2024-03-31,Active,
616,Oliver,Johnson,M,1991-08-01,oliver.johnson.616@yahoo.com,+370 681 81761,"Savanoriu pr. 11, Siauliai",Day Pass,8,2018-03-04,Inactive,
617,Neringa,Jones,F,1995-10-11,neringa.jones.617@mail.com,+370 605 88082,"Pylimo g. 78, Klaipeda",Corporate,55,2021-02-20,Active,
618,Sophia,Stankevicius,F,2002-07-02,sophia.stankevicius.618@gmail.com,+370 642 22412,"Kauno g. 61, Vilnius",Senior,22,2022-03-28,Active,1022
619,Gintare,Butkus,F,1989-07-04,gintare.butkus.619@mail.com,+370 669 43022,"Gedimino pr. 22, Kaunas",Corporate,55,2024-07-10,Suspended,
620,Ieva,Stankevicius,F,1990-12-07,ieva.stankevicius.620@hotmail.com,+370 666 91227,"Energijos g. 71, Panevezys",Student,20,2019-07-10,Active,
621,Edvinas,Smith,M,1999-09-23,edvinas.smith.621@yahoo.com,+370 602 31003,"Cempiony g. 104, Mazeikiai",Monthly,35,2020-08-05,Active,
622,Ignas,Rimkus,M,1968-12-15,ignas.rimkus.622@outlook.com,+370 629 63678,"Sporto g. 28, Kaunas",Day Pass,8,2024-10-02,Active,
623,Virgilijus,Jones,M,1966-10-21,virgilijus.jones.623@hotmail.com,+370 603 17040,"Kauno g. 94, Vilnius",Student,20,2023-11-14,Active,
624,Tomas,Zukauskas,M,2001-07-25,tomas.zukauskas.624@gmail.com,+370 642 49727,"Olimpieciu g. 37, Jonava",Family,75,2023-02-05,Suspended,743
625,Darius,Butkus,M,1977-12-16,darius.butkus.625@yahoo.com,+370 619 60367,"Energijos g. 13, Utena",VIP,90,2018-11-14,Inactive,
626,Renata,Kavaliauskas,F,1980-11-15,renata.kavaliauskas.626@outlook.com,+370 638 25160,"Pylimo g. 11, Kaunas",Basic,25,2019-11-17,Active,
627,Daiva,Vasiliauskas,F,1989-03-30,daiva.vasiliauskas.627@mail.com,+370 627 49317,"Cempiony g. 54, Siauliai",Family,75,2022-05-01,Inactive,559
628,Erikas,Daugirdas,M,1999-04-05,erikas.daugirdas.628@mail.com,+370 636 89722,"Cempiony g. 28, Panevezys",Monthly,35,2020-04-17,Active,
629,Egle,Miller,F,1986-11-28,egle.miller.629@yahoo.com,+370 625 97261,"Vilniaus g. 10, Siauliai",VIP,90,2018-03-19,Active,976
630,Edvinas,Cesnavicius,M,1997-02-03,edvinas.cesnavicius.630@yahoo.com,+370 601 31669,"Sveikatos g. 95, Utena",Family,75,2018-11-02,Active,31
631,Sophia,Cesnavicius,F,1992-08-18,sophia.cesnavicius.631@gmail.com,+370 606 98013,"Laisves al. 91, Klaipeda",Monthly,35,2022-12-06,Active,980
632,Egle,Rimkus,F,1997-01-01,egle.rimkus.632@hotmail.com,+370 655 36257,"Olimpieciu g. 70, Jonava",VIP,90,2022-11-27,Inactive,
633,Rokas,Kavaliauskas,M,2000-03-29,rokas.kavaliauskas.633@hotmail.com,+370 632 89398,"Kauno g. 70, Kaunas",VIP,90,2024-06-14,Active,52
634,Jolanta,Smith,F,1995-10-24,jolanta.smith.634@yahoo.com,+370 685 98399,"Sveikatos g. 51, Mazeikiai",Corporate,55,2019-06-08,Active,
635,Ethan,Urbonas,M,1993-01-03,ethan.urbonas.635@mail.com,+370 655 30031,"Olimpieciu g. 55, Utena",Premium,65,2024-12-04,Inactive,
636,Tomas,Balciunas,M,1986-01-09,tomas.balciunas.636@yahoo.com,+370 679 41202,"Gedimino pr. 36, Klaipeda",Family,75,2018-10-03,Suspended,
637,Gintare,Garcia,F,1998-01-31,gintare.garcia.637@hotmail.com,+370 614 82127,"Zalgirio g. 70, Klaipeda",Student,20,2019-08-25,Inactive,
638,Aria,Smith,F,2005-12-11,aria.smith.638@hotmail.com,+370 692 55190,"Gedimino pr. 67, Klaipeda",Standard,40,2018-09-16,Suspended,771
639,Renata,Jones,F,2001-07-11,renata.jones.639@mail.com,+370 623 30430,"Laisves al. 35, Kaunas",Day Pass,8,2023-02-09,Suspended,
640,Simona,Stankevicius,F,1993-05-19,simona.stankevicius.640@gmail.com,+370 667 40564,"Sporto g. 8, Siauliai",Standard,40,2022-01-29,Inactive,
641,Olivia,Urbonas,F,1970-02-07,olivia.urbonas.641@outlook.com,+370 605 64896,"Energijos g. 2, Alytus",Day Pass,8,2024-05-27,Active,
642,Renata,Mackevicius,F,2003-01-30,renata.mackevicius.642@gmail.com,+370 655 42135,"Energijos g. 101, Utena",Corporate,55,2020-02-28,Inactive,
643,Neringa,Stankevicius,F,1970-01-15,neringa.stankevicius.643@gmail.com,+370 622 68238,"Olimpieciu g. 57, Utena",Monthly,35,2020-08-31,Active,
644,Oliver,Tamosiunas,M,2000-05-21,oliver.tamosiunas.644@hotmail.com,+370 614 93811,"Zalgirio g. 97, Alytus",Family,75,2019-03-24,Active,400
645,Luna,Brown,F,1993-08-03,luna.brown.645@mail.com,+370 694 29559,"Pylimo g. 82, Jonava",Premium,65,2020-06-23,Active,
646,Sophia,Jones,F,1984-07-14,sophia.jones.646@hotmail.com,+370 696 80991,"Cempiony g. 59, Panevezys",Family,75,2024-10-06,Inactive,
647,Sophia,Kazlauskas,F,1970-08-24,sophia.kazlauskas.647@hotmail.com,+370 658 55671,"Cempiony g. 3, Panevezys",VIP,90,2022-11-02,Suspended,
648,Edvinas,Paulauskas,M,1993-01-23,edvinas.paulauskas.648@yahoo.com,+370 675 33512,"Vilniaus g. 112, Siauliai",Premium,65,2022-08-02,Active,158
649,Noah,Petrauskas,M,1979-07-18,noah.petrauskas.649@yahoo.com,+370 653 98780,"Energijos g. 40, Klaipeda",Senior,22,2021-04-26,Active,
650,Mindaugas,Balciunas,M,1971-04-05,mindaugas.balciunas.650@yahoo.com,+370 633 60736,"Gedimino pr. 60, Alytus",Basic,25,2022-03-20,Active,
651,Darius,Urbonas,M,1968-06-11,darius.urbonas.651@yahoo.com,+370 653 72115,"Zalgirio g. 67, Jonava",VIP,90,2018-06-07,Active,
652,Mantas,Kavaliauskas,M,1967-11-14,mantas.kavaliauskas.652@mail.com,+370 630 34844,"Cempiony g. 114, Marijampole",VIP,90,2019-08-13,Active,
653,Arturas,Tamosiunas,M,1987-11-24,arturas.tamosiunas.653@gmail.com,+370 603 72131,"Olimpieciu g. 43, Utena",VIP,90,2018-11-03,Active,
654,Ruta,Jankauskas,F,1980-09-10,ruta.jankauskas.654@yahoo.com,+370 600 36836,"Energijos g. 24, Utena",Corporate,55,2019-11-28,Active,
655,Aiden,Vaitkevicius,M,1972-10-04,aiden.vaitkevicius.655@yahoo.com,+370 619 91408,"Pylimo g. 13, Kaunas",Senior,22,2021-02-24,Active,
656,Vaida,Garcia,F,1988-10-24,vaida.garcia.656@yahoo.com,+370 628 48641,"Sporto g. 33, Alytus",Standard,40,2018-01-12,Active,
657,Jolanta,Paulauskas,F,1986-05-14,jolanta.paulauskas.657@outlook.com,+370 680 61235,"Energijos g. 16, Kaunas",Senior,22,2022-06-01,Active,
658,Sophia,Daugirdas,F,1999-07-31,sophia.daugirdas.658@outlook.com,+370 684 85258,"Vilniaus g. 11, Mazeikiai",Monthly,35,2021-12-01,Inactive,
659,Emma,Johnson,F,1966-06-19,emma.johnson.659@hotmail.com,+370 626 88185,"Laisves al. 16, Marijampole",VIP,90,2022-05-14,Active,
660,Simona,Johnson,F,1973-09-11,simona.johnson.660@outlook.com,+370 616 35800,"Energijos g. 64, Klaipeda",Corporate,55,2024-05-15,Inactive,
661,Liam,Vaitkevicius,M,1979-08-20,liam.vaitkevicius.661@yahoo.com,+370 605 88351,"Sveikatos g. 46, Mazeikiai",Standard,40,2019-04-13,Suspended,
662,Gintaras,Jones,M,1974-03-17,gintaras.jones.662@hotmail.com,+370 665 38087,"Savanoriu pr. 6, Klaipeda",Monthly,35,2024-04-13,Suspended,
663,Inga,Smith,F,1987-08-04,inga.smith.663@yahoo.com,+370 639 26334,"Sporto g. 102, Marijampole",Premium,65,2022-11-16,Active,288
664,Ethan,Stonkus,M,1988-09-12,ethan.stonkus.664@outlook.com,+370 669 73490,"Vilniaus g. 35, Alytus",Standard,40,2021-06-12,Active,1111
665,Arnas,Smith,M,1999-01-19,arnas.smith.665@yahoo.com,+370 692 23088,"Vilniaus g. 48, Marijampole",Basic,25,2018-03-08,Active,
666,Julius,Balciunas,M,1975-01-14,julius.balciunas.666@outlook.com,+370 605 65123,"Vilniaus g. 110, Siauliai",Day Pass,8,2018-12-06,Active,
667,Oliver,Jonauskas,M,1996-03-13,oliver.jonauskas.667@mail.com,+370 661 76738,"Pylimo g. 49, Panevezys",Premium,65,2019-09-10,Active,
668,Simona,Brown,F,1990-02-19,simona.brown.668@mail.com,+370 644 20232,"Laisves al. 75, Kaunas",Basic,25,2021-08-08,Inactive,
669,Indre,Rimkus,F,1973-09-13,indre.rimkus.669@mail.com,+370 605 93694,"Vilniaus g. 24, Utena",Corporate,55,2024-07-11,Active,
670,Monika,Cesnavicius,F,1993-12-06,monika.cesnavicius.670@gmail.com,+370 667 20830,"Energijos g. 24, Mazeikiai",VIP,90,2022-05-21,Active,
671,Ava,Kavaliauskas,F,1971-09-14,ava.kavaliauskas.671@gmail.com,+370 630 52423,"Savanoriu pr. 76, Jonava",Standard,40,2020-04-21,Inactive,
672,Harper,Daugirdas,F,1981-02-06,harper.daugirdas.672@hotmail.com,+370 600 94776,"Kauno g. 64, Marijampole",Standard,40,2018-04-22,Active,625
673,Aldona,Davis,F,1999-05-23,aldona.davis.673@hotmail.com,+370 651 30508,"Sveikatos g. 38, Mazeikiai",VIP,90,2023-08-20,Inactive,
